biker_id,tour_id
BC10507520,QT73914288 YV8466974 SR41864350 SQ24721005 RX25386316 QT07744396
BC21391751,UQ0687100 SV03111897 YP8427583 QU41614804 ST06437144 RT89333364
BC51857185,RX01788819 XT306188 QS64587311 RW49567415 UX8843412 SV15755136
BC58740073,QV00413013 QP82833698 RS94399969 RR64041858 RW40270294 QX29625839
BC79721997,WU3115138 QW76797476 QP65213296 SS12315763 TP02702641 SY22480541
BD17057097,YU5398943 QV00413013 RP30801280 TQ36385770 SR76213471 QY26323783
BD17928829,TP71751701 RS6468864 QR62111436 QV60158596 RY37515293 SY78290343
BE27626481,RS39839832 QV11450851 SU6240482 QQ87034903 SU72977792 XX16449
BE28101175,RU29072432 QV00413013 QY03400031 TQ93610911 RX72892494 WS8643299
BE32546106,QP76364848 RV8233790 QR69035551 QT65929077 RW29267396 QY02753965
BE74879368,QP76364848 VW3098017 QY02753965 SS09338938 QR69035551 RP07279414
BE85684679,RW62356638 QV30022509 SV97359735 UQ9767743 SX64843980 SW90866767
BE87498370,RU9138075 QQ49588581 RU05330132 QQ02483880 QR63459475 QR2777568
BF15805774,WU3115138 RT22059390 SU83375355 UX5602638 RS8236954 SX35329221
BF20424871,QP34336461 RP59769837 QQ11438174 VQ5488222 RT67740297 SP55102570
BF24520597,QR05670273 RS68083210 TR03571618 QR32399528 RS0117918 TY512724
BF39795814,YU5398943 QV00413013 SY81414613 SQ45143643 RR17633473 QW47078058
BF44786140,QP03065332 QS42131627 QR83922964 YU4819298 SW51924386 QS30529419
BF55282107,RS11572043 RQ98931282 ST88779034 QR38591141 VR7338344 RX44691787
BF61107146,TQ68716115 SY46614613 RV49026611 VY9308704 SY82566776 WU0506418
BF65310892,TR32519602 QS23913377 QU1502491 QU97380017 SR81130769
BG14557413,QQ46909088 VY3206007 VR0028937 SU90807274 QU00592227 XP5963128
BG41930443,TV687083 SY19284079 RR1202458 TR54456631
BG61089307,YV6971643 TR03627753 VW9700922 XY9234866 QQ0357109 RT28145712
BG83687851,QP76364848 SW76957253 QR03717384 RQ49464820 QR69035551 RP07279414
BG84440449,YQ0169576 QT51401793 RT18142030 RS45395514 TP80944038 RP07279414
BG96780091,RT98491194 RX15362044 RP73609284 UQ6796945 RQ49464820 RP07279414
BH12635579,QP34788894 QV34190558 TQ49184300 SX25145895 SV64010858 QY1271461
BH42267789,RX23343043 RS6468864 QS70289455 RR32765899 RU67184413
BH76705938,SS55058483 WX8806703 TP67173724 WR1486079 RT63233266 SY81207518
BI10026348,WW1676713 QS61307272 VP2394192 QU69838328 RU90934028 XW8192149
BI15513076,QR31053829 QY17405339 WW1048344 SW14846142 RQ44335101 RQ58886392
BI27991074,RV43833505 YP7302600 RQ30616732 VS3659090 SV4721213 QP81122807
BI47581168,QW33693317 XR0270984 ST80624055 SS12315763 SY41340806 TP53873223
BI54575078,SS98368733 QR41270051 SP47285147 SS49548561 RP45413792 RV91215697
BI72064755,QY55290741 RV71536488 RW41182317 QX6216354 ST06006327
BI79127286,YU2519340 SX49306291 VW3098017 RV8233790 QR69035551 RP07279414
BI82928667,UU3125617 RR19144892 RV10561518 QW59571467 RX96431832 SX18612808
BJ64994682,RU29072432 QS90707377 SX58223520 VT5163767 QX6104502 TT8070308
BJ72874413,YU5398943 QV00413013 SY0341495 RW12351162 SR76213471 RV3253434
CA07776821,SQ74177804 QR13255557 ST02377961 RP72654397 RQ70142135 SR36979875
CA27353775,QQ89547370 XU8488892 SX00668884 QU47826436 TY1161389 RU06208118
CA56169186,RT42660214 RT18142030 RP73609284 QR03717384 RQ49464820 RP07279414
CB24468398,RU29072432 XV1118590 YU5398943 SW35036412 SX05108320 QR81108322
CB77461994,YU2519340 QX44176380 RP73609284 QR03717384 RQ49464820 RP07279414
CB85852179,QT88068589 SX63879024 SS27257991 RX06565970 RW19491342 SS74363087
CB87183134,TT0970262 VY3050209 SQ37171860 TP89204268 QQ87086028 QW09594652
CC06472604,TQ46552769 RW70466219 RW61317427 QV74888438 QW81009055 WU4494201
CD13021179,SR11591366 TP477420 SV17812300 QW41634425 SQ23256869 XY2230242
CD17630684,ST69813488 RX03195749 QT30108025 RX89060532 TQ42633382 SW79243813
CD37182196,RQ40131407 RW79241460 QV45204489 RY43640347 RP92874032 SQ98700718
CD61587577,QP64676677 QV09864127 RQ64122730 TU299662 SP37717443 VP1724573
CD84215566,SS82116221 RR21155670 RQ75520870 QP609218 QP77569445 QU78537301
CD86208218,RV1877241 QW53430045 RR37225061 QX155167 RU79915587 VT6922507
CE13089165,QQ46909088 RR51273418 RY78630628 TQ68094163 SX61842266 QS74817425
CE21584601,QP76364848 QY02753965 QR03717384 QR69035551 RQ49464820 RP07279414
CE77144867,TQ05510328 RS6468864 QR69035551 QV60158596 QX55529308 QR62111436
CE80681213,YU2519340 RT98491194 RP73609284 ST25809914
CE93825465,VW9668918 RY3191359 TP83305694 RP10583664 RX56192562 QX37043651
CE99645933,ST80624055 QQ73584072 YX4533875 YR0638337 QT39955445 SU81275802
CF15029406,SY01290120 QW31720858 VY12101 SY15373411 SX41578300 RP45557691
CF56133275,VS3659090 SU4333473 RR97223691 SV12493798 QR63370906
CF73722639,QW16470668 TQ05510328 RU48272502 QR94336672 TW2699259 QY02753965
CF79352265,QS61307272 WW1676713 SP04689246 QT97764698 RS84544175 QX62794029
CG16219713,SP74569974 TR06665392 RQ05083541 QW69590720 QU49564349 QP85747802
CG22502489,SW31945988 YT3072239 QW76393554 RQ20779072 TQ52491492 RV28680570
CG37352610,SQ18576636 YY9770277 XS4360181 SY62985904 SR89683998 SW90866767
CG50571118,QP31615077 QW84460521 WU326416 TR59324970 RR14433187
CG68702555,QX44176380 YU2519340 SQ03100779 RP73609284 SY50589515 RP07279414
CG75088061,RW62356638 QV30022509 TR42816413 SR89683998 SX64843980 SW90866767
CG78956041,SQ18576636 YR1030522 TQ30552113 RV11097725 XS4360181 RR35916835
CG86965763,YT0261225 QS35898508 QQ11902281 RQ03350077 SU46861867 RW01293208
CG89941153,QV01916220 QT49135207 SU65166403 SP83830288 SV37523569 TR83510412
CH23711433,RU29072432 RW74259276 QU32377761 QS90707377 YU5398943 RQ28371414
CH26466130,YU5398943 QV97930615 RU29072432 QU32377761 QS90707377 SV32072502
CH54172608,QU48928340 QP68825763 QS81165425 SY03656386 QQ96882187 SR42166240
CI15174275,YU2519340 RP73609284 RV8233790 QR69035551 SP48578499 RP07279414
CI18909605,SX96502134 SS88135408 QV70109616 QS95640727 RU56636029 QP95856197
CI25444746,YU2519340 QY02753965 RV8233790 QR03717384 RQ49464820 RP07279414
CI57166402,RQ53037761 QV30022509 RT7946149 RW98291665 SQ29691238 SY27372874
CI67397699,QP76364848 SW76957253 SX49306291 RV8233790 QR69035551 RP07279414
CJ30631258,RW40052708 QQ14350408 RQ95745382 SR63097785 TY4693063 RX06565970
CJ45719859,SS69927458 RU98678508 SS84785057 WY5158097 RQ45977549 SQ17416613
CJ58453070,SQ49756569 RP1681061 SS21054057 RW03254873
CJ75408825,QU2418051 TR03627753 SU09100603 VQ186519 YU0466784 RS52676247
CJ93544760,QX77217637 RS54817832 RY74043284 SS6832383 RR44851506 QX34242831
DA24528036,TP60350890 QX60786983 RQ19976630 UX5151978 RP38082048 QT97894009
DA63570853,QR03717384 RT18142030 QQ51525474 SX49306291 QR69035551 RP07279414
DA64141535,RV81949096 TR18422552 TR40012169 QY9015496 UW8495480 RP69779941
DB10482182,RV43833505 YP7302600 RQ30616732 QV92359541 VS3659090 YW217712
DB29779187,XT3844488 RQ83849299 VQ7316572 SQ63090701 QU96190412 TQ82255726
DB56650528,XR1546192 RS03517156 RX56475163 RS32683796 QQ33385189 TQ98698180
DC03593930,TR44463632 RT98491194 QR72961219 QY02753965 SS09338938 RP07279414
DC21545220,QX14593210 SU74237758 RV99966806 TY4609171 SX73074356 RY98423233
DC44428383,SU01931364 QW01227599 QU68656668 RS63285172 RT64117384
DC48992473,RS24380948 UP5206311 RQ03350077 XV9878857 SY66531125 RR9397491
DC70633490,TR44463632 VW3098017 QR72961219 SS09338938 QR69035551 RP07279414
DC81890361,QR03574711 QY39373766 SU72612838 YT512525 SP06554485 TP34045801
DC82478477,YW217712 SV43004825 QV19013260 TR67083677
DD08369328,YY7119679 YU5398943 SY81414613 ST10736122 QQ64494804 RV13114347
DD17432819,ST79915003 RU57676844 SV74045729 SS44451900 VY6974056 RQ46934064
DD29238167,QX82674933 TP1945277 SS23634350 QW59424406 ST29610508 SQ36211868
DD36162241,RP44297478 QU10397833 RW25806125 TR18102720 RW94180407 RQ41807420
DD53825628,RW88558897 SS76874101 XP3416244 WU1257786 QV99561506 SS47318178
DD84998777,ST44400392 RX97294049 SS4681152 QX75566296 QP38016517 WP239777
DD87377708,SQ28414020 QS19886393 RR03480307 QV744769 QU9721752 SW8442814
DD93069828,RS6468864 QS70289455 RR32765899 QY40265937 QQ16957623 RP07279414
DD98074284,QS41096506 QY07768249 TP35948758 SY78187960 QY51496954 TS2884667
DE49620252,YS9563341 RS98301447 RU05798415 XP7006174 RT645215 RV33693246
DE74033611,TR10442719 QY96503357 RR58521927 YY2561323 VT5163767 QT80770482
DE82692814,QP76364848 SQ20715480 UQ6796945 SS09338938 QR69035551 RP07279414
DF08561523,TX0878599 QW31351853 QV28763650 QY42642254 RP13037725 TY6131340
DF49860217,SP59491867 SR18113289 QQ80929461 SS68128234 QQ1299360 SV32129790
DF50832930,YU2519340 QP76364848 SX49306291 RV8233790 QR69035551 RP07279414
DF80128452,ST29508261 RT15873572 QW7094411 RT01458775 QY18177304 RU34753543
DF94171699,QP76364848 QQ51525474 QQ32763322 RV8233790 QR69035551 RP07279414
DG01599789,QY52025239 QP87635781 QT34430305 SU05302995 SR34297562 TP04973596
DG15297413,SX02505698 SQ04408471 UU9618821 SS85455424 RX06565970 RS4197631
DG37069534,YU2519340 RT18142030 TP80944038 RV8233790 QR69035551 RP07279414
DG82151225,QP76364848 RQ49464820 QR03717384 SP48578499 QR69035551 RP07279414
DG97643704,YU5398943 QV00413013 SX41242017 UT7383999 VT2644408 SR76213471
DH31356523,QU2418051 SU09100603 RW90605371 RV68074570 RS52676247 QX45786756
DH64872798,RX28969498 VY9622003 RU69748465 RW66425759 RX06565970
DH98708300,RU4046741 RQ53037761 XS4360181 ST83869180 QR5579007 RW98291665
DI04368962,TQ15436468 QP33209626 RV29437499 YW0316639 RT15873572 SU4604902
DI25327054,RS97682512 SS26446571 SU33630764 QV57604679
DI49582471,QV82999037 QR17136514 RU85726527 SQ62026668 RW62181586 US3528858
DI62811674,VR2003251 QV45469702 SW64379733 QS0493588 RY34589137 SQ99229320
DI82784583,SS07793700 RP44667813 SP70286690 QW12704788 TP45413981 SU24326927
DI87899389,YU5398943 QV00413013 RU29072432 QW53679456 XV1118590 RS55400133
DJ11822363,RW76357538 TR60484947 QQ6503895 QS83850843 SR42928083 SP27352986
DJ37992703,YQ5403718 QY14791953 RX03195749 QP36961928 QY6335814 TQ40154751
DJ43899827,VS5799819 RX22548338 RW57355954 QY73916091 VQ6825218 UT6889678
DJ70062925,SR56009463 QR41270051 RT48320909 YQ4641836 RV42068464
EA22287072,RT29693803 RV50542682 QP68825763 RP29179615 QS32759137 SY03656386
EA30525076,RR32765899 YT1395439 RU67184413 QU57343462 QS70289455 QS16988613
EA40113414,XR1546192 QW41634425 QQ62270076 UU3678266 RT15873572 TQ98698180
EA60379526,SX79292193 QT66528489 QX10747729 SS27788367 VW2757840 SX28664529
EA78937413,QV82999037 QS42847040 VY5330828 SP40691375 VW648066 SS17052947
EA91804141,QR72700922 RX14929505 QX11021363 QT16418718 ST67552102 SU26046417
EB04928393,QT01946527 QY58166234 SQ50441220 RP02132690 SX74059726 QU21370885
EB65509784,RQ53037761 QR17440720 TR42816413 QV13671569 RX24024899 SR89683998
EC44826201,QP76364848 QQ98319209 SX49306291 QR69035551 QU48058369 RU49322104
EC69957924,QQ79651886 QP85255811 SV97332645 RW21339456 SP76674861 QU84032720
EC89419892,RQ15491671 RW46202243 TT0098296 RR35916835 SX64843980 RT65528861
CD170479,YU5398943 XV1118590 QV00413013 RU29072432 QU32377761 SW35036412 RP99424186 RW76357538 RW53736442 QP63306856 TQ82729306 QS90707377 RT05536413 RQ42755647 QW53679456 QY96503357 RW82403445 SY85899647 XQ3650546 SV32072502 QP44854627
JF170590,QV00413013 UU3400622 YU5398943 TV0925649 RU29072432 QY36167908 QV90420493 SW51042480 QY71885970 QU32377761 QS90707377 QX27572703 RW05765590 RV55831834 WS460149 QW60953513 QP44854627 ST16874251
BC0053518,XV1118590 ST04987729 YU5398943 QQ55472355 RS69873901 RU29072432 QV00413013 SQ18974631 SR19059524 RR82291531
BE7852768,WT7845900 QU88010656 QS36550405 SV43346333 VR2003251 RX65762984 WV6157199 QQ28274822 QX42491212 SW73489407 SQ99229320 SR89683998
CA3050907,XV1118590 RX60418664 QV10171038 QV99663431 RU29072432 RW63790767 QW97828094 WP5007381 XT4299203 YU5398943 SS15486330 QU17488130 TQ00712234
CC1442949,RV4366149 YU5398943 QV00413013 RU29072432 QU32377761 QS90707377 YX6099040 QP33318499 TQ14638129 RR52007144 TR6902061 QP44854627 SV06182932
CG1990895,RX15171271 SS20505228 SU42075399 SQ11155015 QS06613841 QV30022509 RX9404082 QR5067550 WT5914541 RR70458671 TQ01549335 QR67316763 RP38842201
CG5682801,WU1749751 TR38847438 TP02891827 TR3286334 VT5128809 RQ02453106 SV72109301 RT15873572 QX53948415 QS10511988 RU65498979 SV34298859
CH2886293,SY26022702 YU5398943 QV00413013 SV55295959 RR37504401 RU29072432 QU32377761 SR64448398 QV11840162 QS90707377 QT28612515 XY9419077 QS61741648 SV32072502 QY9858305
CH5264384,WU7619631 QX1219102 QS41191313 SY15796357 TP14695040 QS06257783 SR16974136 RR45352316 ST00642235 WV2391043 YW3265170 RT01458775
DA6422496,QS61307272 WW1676713 YU5398943 VP2394192 QV00413013 RU29072432 XV8932064 QX62794029 SS72111380 QY21897790 SR1141387
DD6493147,RR1202458 SS88135408 RY81182600 QQ73255704 SQ67757146 QP0652122 ST54377311 SX56450292 RR81874957 QP71371108
DF8368837,QV99663431 SX35917768 QQ14350408 RX59670510 SP53102253 RU71460566 QW69487166 RS79850649 QV93226702 ST18415418 RS79850649 ST75854859 QQ10231970 QT01905636 QR80269047 QR80269047
EB9456233,YV5900163 TQ98728308 RY89906553 WT1936389 SY30077968 SX09972731 SS65728297 SS76874101 SX07386691 RR98558334 SP96327312 RT88820817 RR98558334 TP25975316
GF3909548,QV02727924 QX01766962 ST44116390 YS1943556 RS54737755 RW97207968 SR70799775 SP18072372 RY5859751 SR21494425 SP68673644 UW8836029 SX31365201 RR86788106
HA0438783,YU2519340 QP76364848 SW76957253 SQ03100779 QR03717384 SX49306291 RQ49464820 VW3098017 RV8233790 QR69035551 RP07279414
HC4978354,TQ45684767 RR49176184 SW71702746 WW0278298 RW95929444 QR41270051 RS57122965 QW84460112 RP46473726 ST80624055 QR11708085 RT15873572 TP7061424 VV7121041 ST16395266 ST16395266 QX65069375 QX65069375 SP46869585
HD8324703,ST564349 QV2332756 SP84875554 VV7664881 SX55652876 SX825896 QW10669663 RS88719133 SV77852886 VW7713566
IC6927178,RU29072432 QV00413013 QS71024414 YU5398943 QQ10543265 RR1202458 QV89486051 SV48914854 RS73204206 QU17488130
IE0865386,RY98372996 SW8308819 SQ26631984 SR59486668 QY73916091 QR97375856 SU31332626 ST08530820 VR3791878 VQ6825218 UT6889678
JA5852095,QV00413013 SY26022702 YU5398943 WQ9337372 RU29072432 WQ4391510 QU32377761 QS90707377 SX73822688 RY08519477
BA17536864,QV99663431 SQ50441220 ST99428374 XY8889852 RX05037878 RW31716338 WU1599722 QY9858305 QS7663137 SS58064160 QQ59994451 SU98138867
BA18886228,YU5398943 RU29072432 VP2394192 QV00413013 QU43005236 RU20169151 RV10494844 QX62794029 QT1747067 VQ3851355
BA30441254,RW43813328 SX74363313 SS19071521 QQ17746020 WR7714452 RS77296815 US0021453 RP20205490 RV70146105 QS01997573 SV98731704 SW92116629 QP4607440 QR98449638 VT442250 RQ08986641
BA44598291,YU2519340 QP76364848 QX16813281 SX49306291 SQ03100779 QR03717384 QQ51525474 RQ49464820 QR69035551 RP07279414
BA67164735,SR13813029 SW87631270 QR03120960 QY53210268 WR461116 SY34988771 SV57419629 WP6941746 SW07599484 QQ06466179 QY44950450 SX65317184 TR60285407 SS44118120 ST39956212 QP98863093 YV4417452 TT9812514 QS44083815 QY86487861 QW01861494 SV49047558 SP96404071 QP94725860 QX2153266 QR57844994 RS84254802 SW08910341 QV65286634 RT36500227 QW28535880 SV11536448 WS512801 TP85649365 QU36015047 RY80561647 YV4696705 RP89631359 RY34042058 VQ2529118 RV57070627 SQ52673869 RP0354622 QW22968298 ST57347530 TQ11934872 RS7764772 QQ05514937 UV0848526
BA75126714,TP4584045 XV6512763 VS3572331 QS43107637 RP0586552 VQ2644906 SY86920873 TP13025273 QY75638328 ST41655380 QS33188058 RX33450000 SW22448563 RP91251917 QT56576726 QV47929068 SU42590909 RT47396369 QV69604733 RY97290586 TY0590226 US0014408 SX66658418 UX4811498 US9541742 QQ54950496 RS30544471
BB50230846,SR16854901 SV3096366 RX95178379 QV45204489 QR94755971 VP3768826 SY51957899 SY14593969 RW40996837
BD15208123,YU5398943 RU29072432 UR2741694 QU32377761 QS90707377 SW35101795 SX75231517 QT45028465 SU65166403 SS14895954 SY38809089 YX6099040
BD36647234,YU5398943 WY7638314 TQ56683850 RV43833505 RQ30616732 QV41873670 RV91609942 RX2265232 QY27168893 QU70314869 QW73230862 QY35315082 QQ84964740 QV36407015 VY2075109
BD45896548,RU29072432 YP7302600 YU5398943 RV43833505 RQ30616732 VS3659090 UV2877160 VT5128809 SU05218480 RQ80806657 QW44785223 RU57897657 RY86124911 RV21503414 ST95437070 RV58555390
BD50285710,SP66321838 QP41499194 UR4691289 SV39467255 QU95241082 QX24709964 TR67881656 RQ45223158 QV60874393
BF48216840,UT4654350 TP8698482 UV286280 QY05807810 SV83968161 SU96095472 VQ8917454 WT6090405 SQ92554396 SQ8862099 QY97487607 RU95699357 QP5718448 TR31267316 QV65415662 SQ29504825 RS28211583 QY341280 RW8489979 RS88010027 RQ06690920 RT02098473 RT25935882 QT59514053 QW40159503
BF53019839,RU29072432 YU5398943 RV15984474 RW70527444 UR6418317 TR05554879 RT55219297 QS90707377 RP96635407 UR246840 SY34491209 YP2869993 SU65166403 SV32072502
BF67057770,YX978060 YQ5403718 ST77891691 TP82601014 QW76393554 QT48086840 RS72725650 XP2067141 RS07150378 XT3570927 QQ33385189
BF77437083,YU5398943 QV00413013 RQ45977549 SV21854275 TQ94316975 QV93226702 RV33697384 RX41724568 SR76213471 SY04821261 QY26323783 RV3253434 SQ83605169
BF97392855,QV00524252 UQ684856 QQ34365310 SR03768458 SY52569238 SY43014604 WQ6262797 RQ78514388 QP29448353 RT71590822 WP4367100
BG12038297,RS61063319 TY0005260 RQ88977150 SU6211013 SX55990127 SX55990127 YT0376988 SU18831374 QP03847016 SU05444496 RR91564875 SX42575553 QT40583414 VX7654571 VX7654571 RU12730591 RU12730591 RW40924995 RW40924995 SR04081953 SR04081953
BG96361679,QR05670273 UX2672945 WQ9337372 RV26540872 YW4347338 UV3395736 TR52287704 SY29507420 RW28427768 QY07550340 TY6131340
BI82344631,SQ74718152 RX59386475 VR7290679 QU65011423 TS5185357 RT60315917 SW11746032 ST4812468 VV357203 SQ65830762 SY81222120 SS18084807
BJ35452377,RX22548338 QS33874666 QU4173769 SQ26631984 UW8876481 QR97375856 QX41503354 RV5740872 SR66414126 QR82082433 QR60659849 VS5799819 RT91721612 VQ6825218 RR85108120 QY73916091
BJ67689783,QV66413374 QQ34231092 RX60014925 SS30051251 TR49979866 XV1455380 SV29495507 TQ70145082 RW79174239 RV53321720 RR74349979 WS1289734
CA54648409,TR2024082 YU5398943 XY6485186 TQ77339177 QP78399009 TQ03800848 VT2644408 RR37045476 RV4093631 SQ90231827 RT38434714 SR76213471 QT01905636
CB29690960,YU5398943 QU22480247 TP79660037 RW59111805 TQ4601582 SY29337192 XY7667289 RS18827942 SS54845431 XY2230242 RR85963249 SP66409179 QY83140495 WP3370904 RX06565970 RP97501529 QX11608751
CB93628344,VP2394192 YU5398943 RU29072432 SR76213471 SV56771393 QU56475107 RV62935109 QY21897790 WQ1611185 QR59109743 TV5657177 SR49252679 RR02694777
CC05166542,VU357600 QP06903887 SX01659300 QY75008770 RV31498914 RR3675975 VW648066 RS25712717 QY89853635 WU9623017 QR32434552 WU0506418 UR2490248
CC09002289,QV04324184 RT53241445 QQ88805929 SP2720508 RP20022404 SY2166594 QX33196462 SY46862286 TX3236510 SS15662669 QU24561927 RV25684328 SX9805714 QV78019857 TQ330505
CC23946882,YV890078 RU03553114 SX31661369 QR82190480 YV6176695 UX1543591 QP2460414 XS2412932 QR81294006 QT97445719 RX4003894 QY63129990 QX86219882 RU97005766 QP49842818 SU88114419 QV62539682 RT30405430 RW98408743 RX37083684 RP2394818 QQ14147164 TR15766191 SU77726402 TQ18369012 RQ70473823 RX77332363 TQ63116429
CC54327912,RY78944992 RQ42921098 QP70630186 SP16174135 RS92374410 SU36688266 RW05882453 QS26604587 SY00421971 SV48232990 RR6825255 VX4266372 TR56469902 QY19672247 RQ51031983 QR69960949 SR15487391 YR0600431 SP29154892 SV74503714 SW52550750 SY43631332 QY27488321 VP5781708 TP32794844 RU48227077
CC64585544,XR1546192 RQ86054523 RT56139530 QS59710437 QV95480317 UX7628640 WU3115138 SY68395368 QY14791953 QY14791953 RV10561518 RS79850649 QS32759137 YR9607923 RS79850649 QS32759137 SP57340966 QQ33385189 QQ33385189 XY3326926 SV17750746 VQ5488222
CF43824082,RT53174300 QW19075410 TQ6330287 QW52177173 QW52607782 VW9023125 RV91215697 RS90991047 VT2644408
CF57219570,SU04982125 TQ1688154 US675398 QQ24353248 VT37434 QS28882359 SW83327786 SU73523098 QX13646982
CG33145288,YU2519340 QP76364848 QX16813281 RQ49464820 WX2683695 QR03717384 VW3098017 RV8233790 QR69035551 RP07279414
CG38473114,TY1161414 RR59216780 SS84511898 WU0079596 SQ91068419 WV0705045 QY86891478 QP78399009 QR75822727 WP2032205 RP0825836 YY8267429 SS47784034 QQ37010796 XP1248966 SS98247231
CG43058163,RQ81644863 QY98964568 QU57343462 RW90657295 TR53737282 QT01069734 RR32765899 SV00053010 RU67184413 RP07279414
CH87637778,YQ0169576 QP76364848 YU2519340 QT51401793 TR44463632 SQ03100779 TP80944038 QR03717384 QR69035551 RQ49464820 RP07279414
CH91418962,TR23848259 RQ53037761 YP7836813 SY61489941 VR2003251 SR5043475 QX11629670 SS27844721 SW97841998 SS78482079 QR5067550 SW73489407 QS0493588 XW962584 SQ99229320
CI37984655,TT040604 SS35153331 SS35153331 RX14849271 RW32029489 QX64837767 QR36456605 SP03210851 QR5703643 XX0504585 QQ12738637 WY3677521 WY3677521 SX9811473 RX87039266 TQ03636596 RW16492883 SS15756640 SX50944985 RW16492883 RW68548410 RW87953346 SS59203400 TR7268030 SS59203400 SS59203400
CI55659739,YU5398943 RU29072432 QV11840162 QU99219405 QU32377761 SU51855555 QS90707377 QW36093461 SY53952340 SU65166403 SS14895954 SV32072502
